,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Bowler
9824,10.0,1.0,64.0,0.0,6.4,0.0,0.0,v New Zealand,Auckland,Kane Richardson
9825,10.0,0.0,55.0,3.0,5.5,18.33,20.0,v India,Kolkata,Kane Richardson
9826,8.5,0.0,45.0,1.0,5.09,45.0,53.0,v India,Indore,Kane Richardson
9827,10.0,0.0,58.0,3.0,5.8,19.33,20.0,v India,Bengaluru,Kane Richardson
9828,9.0,1.0,49.0,1.0,5.44,49.0,54.0,v England,The Oval,Kane Richardson
9829,8.0,0.0,56.0,2.0,7.0,28.0,24.0,v England,Cardiff,Kane Richardson
9830,9.0,0.0,51.0,3.0,5.66,17.0,18.0,v England,Manchester,Kane Richardson
9831,7.0,0.0,37.0,1.0,5.28,37.0,42.0,v Pakistan,Dubai (DSC),Kane Richardson
9832,10.0,0.0,61.0,1.0,6.1,61.0,60.0,v Pakistan,Dubai (DSC),Kane Richardson
9833,10.0,1.0,57.0,2.0,5.7,28.5,30.0,v England,Brisbane,Jhye Richardson
9834,10.0,0.0,64.0,2.0,6.4,32.0,30.0,v England,Cardiff,Jhye Richardson
9835,10.0,1.0,92.0,3.0,9.2,30.66,20.0,v England,Nottingham,Jhye Richardson
9836,7.0,0.0,58.0,0.0,8.28,0.0,0.0,v England,Chester-le-Street,Jhye Richardson
9837,10.0,2.0,26.0,4.0,2.6,6.5,15.0,v India,Sydney,Jhye Richardson
9838,10.0,0.0,59.0,1.0,5.9,59.0,60.0,v India,Adelaide,Jhye Richardson
9839,10.0,1.0,27.0,1.0,2.7,27.0,60.0,v India,Melbourne,Jhye Richardson
9840,9.0,2.0,37.0,3.0,4.11,12.33,18.0,v India,Ranchi,Jhye Richardson
9841,9.0,0.0,85.0,3.0,9.44,28.33,18.0,v India,Mohali,Jhye Richardson
9842,10.0,0.0,47.0,2.0,4.7,23.5,30.0,v India,Delhi,Jhye Richardson
9843,8.0,1.0,64.0,1.0,8.0,64.0,48.0,v Pakistan,Sharjah,Jhye Richardson
9844,5.0,2.0,16.0,2.0,3.2,8.0,15.0,v Pakistan,Sharjah,Jhye Richardson
9845,5.0,2.0,21.0,0.0,4.2,0.0,0.0,v Afghanistan,Sharjah,Glenn Maxwell
9846,4.0,0.0,27.0,0.0,6.75,0.0,0.0,v Pakistan,Sharjah,Glenn Maxwell
9847,4.4,0.0,37.0,0.0,7.92,0.0,0.0,v Pakistan,Abu Dhabi,Glenn Maxwell
9848,7.0,0.0,33.0,0.0,4.71,0.0,0.0,v Pakistan,Sharjah,Glenn Maxwell
9849,4.0,0.0,28.0,0.0,7.0,0.0,0.0,v Sri Lanka,Melbourne,Glenn Maxwell
9850,3.1,0.0,19.0,0.0,6.0,0.0,0.0,v Sri Lanka,Adelaide,Glenn Maxwell
9851,2.0,0.0,6.0,0.0,3.0,0.0,0.0,v Sri Lanka,Hobart,Glenn Maxwell
9852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Perth,Glenn Maxwell
9853,8.1,1.0,63.0,4.0,7.71,15.75,12.2,v West Indies,Perth,Glenn Maxwell
9854,10.0,0.0,44.0,1.0,4.4,44.0,60.0,v West Indies,Canberra,Glenn Maxwell
9855,10.0,0.0,34.0,1.0,3.4,34.0,60.0,v West Indies,Sydney,Glenn Maxwell
9856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Birmingham,Glenn Maxwell
9857,5.0,0.0,26.0,0.0,5.2,0.0,0.0,v Sri Lanka,The Oval,Glenn Maxwell
9858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Pune,Glenn Maxwell
9859,5.3,0.0,48.0,0.0,8.72,0.0,0.0,v India,Jaipur,Glenn Maxwell
9860,1.0,0.0,8.0,1.0,8.0,8.0,6.0,v India,Mohali,Glenn Maxwell
9861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Ranchi,Glenn Maxwell
9862,7.0,0.0,40.0,0.0,5.71,0.0,0.0,v India,Nagpur,Glenn Maxwell
9863,4.0,0.0,32.0,0.0,8.0,0.0,0.0,v India,Bengaluru,Glenn Maxwell
9864,8.0,0.0,40.0,1.0,5.0,40.0,48.0,v England,Melbourne,Glenn Maxwell
9865,8.0,0.0,31.0,2.0,3.87,15.5,24.0,v England,Brisbane,Glenn Maxwell
9866,9.0,0.0,38.0,0.0,4.22,0.0,0.0,v England,Sydney,Glenn Maxwell
9867,9.0,0.0,37.0,1.0,4.11,37.0,54.0,v England,Perth,Glenn Maxwell
9868,3.0,0.0,25.0,0.0,8.33,0.0,0.0,v England,Adelaide,Glenn Maxwell
9869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Glenn Maxwell
9870,3.0,0.0,20.0,0.0,6.66,0.0,0.0,v South Africa,Harare,Glenn Maxwell
9871,8.0,0.0,41.0,1.0,5.12,41.0,48.0,v Zimbabwe,Harare,Glenn Maxwell
9872,4.0,0.0,22.0,2.0,5.5,11.0,12.0,v South Africa,Harare,Glenn Maxwell
9873,2.0,0.0,12.0,1.0,6.0,12.0,12.0,v South Africa,Harare,Glenn Maxwell
9874,6.0,1.0,29.0,2.0,4.83,14.5,18.0,v Pakistan,Sharjah,Glenn Maxwell
9875,3.0,0.0,19.0,0.0,6.33,0.0,0.0,v Pakistan,Dubai (DSC),Glenn Maxwell
9876,8.0,1.0,41.0,2.0,5.12,20.5,24.0,v Pakistan,Abu Dhabi,Glenn Maxwell
9877,5.1,0.0,32.0,1.0,6.19,32.0,31.0,v South Africa,Perth,Glenn Maxwell
9878,3.0,0.0,20.0,1.0,6.66,20.0,18.0,v South Africa,Perth,Glenn Maxwell
9879,9.0,0.0,43.0,1.0,4.77,43.0,54.0,v South Africa,Melbourne,Glenn Maxwell
9880,8.0,0.0,30.0,1.0,3.75,30.0,48.0,v South Africa,Sydney,Glenn Maxwell
9881,6.0,0.0,37.0,1.0,6.16,37.0,36.0,v England,Sydney,Glenn Maxwell
9882,2.0,0.0,14.0,0.0,7.0,0.0,0.0,v India,Melbourne,Glenn Maxwell
9883,3.0,0.0,22.0,0.0,7.33,0.0,0.0,v England,Hobart,Glenn Maxwell
9884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Sydney,Glenn Maxwell
9885,9.0,0.0,46.0,4.0,5.11,11.5,13.5,v England,Perth,Glenn Maxwell
9886,4.0,0.0,33.0,0.0,8.25,0.0,0.0,v England,Melbourne,Glenn Maxwell
9887,1.0,0.0,7.0,1.0,7.0,7.0,6.0,v New Zealand,Auckland,Glenn Maxwell
9888,4.0,1.0,21.0,1.0,5.25,21.0,24.0,v Afghanistan,Perth,Glenn Maxwell
9889,6.0,0.0,35.0,0.0,5.83,0.0,0.0,v Sri Lanka,Sydney,Glenn Maxwell
9890,4.0,0.0,24.0,1.0,6.0,24.0,24.0,v Scotland,Hobart,Glenn Maxwell
9891,7.0,0.0,43.0,2.0,6.14,21.5,21.0,v Pakistan,Adelaide,Glenn Maxwell
9892,5.0,0.0,18.0,0.0,3.6,0.0,0.0,v India,Sydney,Glenn Maxwell
9893,7.0,0.0,37.0,1.0,5.28,37.0,42.0,v New Zealand,Melbourne,Glenn Maxwell
9894,4.0,0.0,41.0,2.0,10.25,20.5,12.0,v Ireland,Belfast,Glenn Maxwell
9895,6.0,0.0,29.0,1.0,4.83,29.0,36.0,v England,Southampton,Glenn Maxwell
9896,10.0,0.0,44.0,2.0,4.4,22.0,30.0,v England,Lord's,Glenn Maxwell
9897,10.0,0.0,56.0,2.0,5.6,28.0,30.0,v England,Manchester,Glenn Maxwell
9898,10.0,0.0,54.0,1.0,5.4,54.0,60.0,v England,Leeds,Glenn Maxwell
9899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Manchester,Glenn Maxwell
9900,3.0,0.0,22.0,0.0,7.33,0.0,0.0,v India,Perth,Glenn Maxwell
9901,6.0,0.0,33.0,0.0,5.5,0.0,0.0,v India,Brisbane,Glenn Maxwell
9902,9.0,0.0,46.0,0.0,5.11,0.0,0.0,v India,Melbourne,Glenn Maxwell
9903,1.0,0.0,10.0,0.0,10.0,0.0,0.0,v India,Canberra,Glenn Maxwell
9904,3.0,0.0,30.0,0.0,10.0,0.0,0.0,v New Zealand,Auckland,Glenn Maxwell
9905,4.0,0.0,26.0,0.0,6.5,0.0,0.0,v New Zealand,Wellington,Glenn Maxwell
9906,3.0,0.0,15.0,0.0,5.0,0.0,0.0,v New Zealand,Hamilton,Glenn Maxwell
9907,2.0,1.0,3.0,1.0,1.5,3.0,12.0,v West Indies,Providence,Glenn Maxwell
9908,3.0,0.0,15.0,2.0,5.0,7.5,9.0,v South Africa,Providence,Glenn Maxwell
9909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Bridgetown,Glenn Maxwell
9910,2.0,0.0,10.0,0.0,5.0,0.0,0.0,v West Indies,Bridgetown,Glenn Maxwell
9911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Bridgetown,Glenn Maxwell
9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Brisbane,Glenn Maxwell
9913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Melbourne,Glenn Maxwell
9914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Perth,Glenn Maxwell
9915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Sydney,Glenn Maxwell
9916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Adelaide,Glenn Maxwell
9917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Auckland,Glenn Maxwell
9918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Hamilton,Glenn Maxwell
9919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Birmingham,Glenn Maxwell
9920,1.0,0.0,9.0,0.0,9.0,0.0,0.0,v Bangladesh,The Oval,Glenn Maxwell
9921,2.0,0.0,14.0,0.0,7.0,0.0,0.0,v England,Birmingham,Glenn Maxwell
9922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Chennai,Glenn Maxwell
9923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Kolkata,Glenn Maxwell
9924,1.0,0.0,2.0,0.0,2.0,0.0,0.0,v India,Indore,Glenn Maxwell
9925,3.0,0.0,23.0,0.0,7.66,0.0,0.0,v England,Perth,Glenn Maxwell
9926,2.0,0.0,9.0,0.0,4.5,0.0,0.0,v England,The Oval,Glenn Maxwell
9927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Cardiff,Glenn Maxwell
9928,2.0,0.0,21.0,0.0,10.5,0.0,0.0,v England,Nottingham,Glenn Maxwell
9929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Perth,Glenn Maxwell
9930,1.0,0.0,11.0,0.0,11.0,0.0,0.0,v South Africa,Adelaide,Glenn Maxwell
9931,7.0,0.0,38.0,0.0,5.42,0.0,0.0,v South Africa,Hobart,Glenn Maxwell
9932,2.0,0.0,18.0,0.0,9.0,0.0,0.0,v India,Sydney,Glenn Maxwell
9933,4.0,0.0,16.0,1.0,4.0,16.0,24.0,v India,Adelaide,Glenn Maxwell
9934,1.0,0.0,7.0,0.0,7.0,0.0,0.0,v India,Melbourne,Glenn Maxwell
9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Hyderabad (Deccan),Glenn Maxwell
9936,10.0,0.0,45.0,1.0,4.5,45.0,60.0,v India,Nagpur,Glenn Maxwell
9937,5.0,0.0,30.0,0.0,6.0,0.0,0.0,v India,Ranchi,Glenn Maxwell
9938,8.0,1.0,61.0,0.0,7.62,0.0,0.0,v India,Mohali,Glenn Maxwell
9939,6.0,0.0,34.0,0.0,5.66,0.0,0.0,v India,Delhi,Glenn Maxwell
9940,10.0,0.0,57.0,1.0,5.7,57.0,60.0,v Pakistan,Sharjah,Glenn Maxwell
9941,2.0,0.0,11.0,0.0,5.5,0.0,0.0,v Pakistan,Sharjah,Glenn Maxwell
9942,5.0,0.0,21.0,1.0,4.2,21.0,30.0,v Pakistan,Abu Dhabi,Glenn Maxwell
9943,8.0,0.0,41.0,0.0,5.12,0.0,0.0,v Pakistan,Dubai (DSC),Glenn Maxwell
9944,10.0,0.0,45.0,1.0,4.5,45.0,60.0,v Pakistan,Dubai (DSC),Glenn Maxwell
9945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Kingstown,Shaun Marsh
9946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,St George's,Shaun Marsh
9947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,St George's,Shaun Marsh
9948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Basseterre,Shaun Marsh
9949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Basseterre,Shaun Marsh
9950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Darwin,Shaun Marsh
9951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Darwin,Shaun Marsh
9952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Darwin,Shaun Marsh
9953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Melbourne,Shaun Marsh
9954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Hobart,Shaun Marsh
9955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Sydney,Shaun Marsh
9956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Adelaide,Shaun Marsh
9957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Perth,Shaun Marsh
9958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Perth,Shaun Marsh
9959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),Shaun Marsh
9960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Nagpur,Shaun Marsh
9961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Mohali,Shaun Marsh
9962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Hyderabad (Deccan),Shaun Marsh
9963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Guwahati,Shaun Marsh
9964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Brisbane,Shaun Marsh
9965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Sydney,Shaun Marsh
9966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Adelaide,Shaun Marsh
9967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Perth,Shaun Marsh
9968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Perth,Shaun Marsh
9969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Melbourne,Shaun Marsh
9970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Adelaide,Shaun Marsh
9971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Lord's,Shaun Marsh
9972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Visakhapatnam,Shaun Marsh
9973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Melbourne,Shaun Marsh
9974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Hobart,Shaun Marsh
9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Sydney,Shaun Marsh
9976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Adelaide,Shaun Marsh
9977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Brisbane,Shaun Marsh
9978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),Shaun Marsh
9979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),Shaun Marsh
9980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Durban,Shaun Marsh
9981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Melbourne,Shaun Marsh
9982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Scotland,Edinburgh,Shaun Marsh
9983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Manchester,Shaun Marsh
9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Birmingham,Shaun Marsh
9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Cardiff,Shaun Marsh
9986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Brisbane,Shaun Marsh
9987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Sydney,Shaun Marsh
9988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Perth,Shaun Marsh
9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Adelaide,Shaun Marsh
9990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Hobart,Shaun Marsh
9991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Brisbane,Shaun Marsh
9992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Melbourne,Shaun Marsh
9993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Sydney,Shaun Marsh
9994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Auckland,Shaun Marsh
9995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Shaun Marsh
9996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Auckland,Shaun Marsh
9997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Hamilton,Shaun Marsh
9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,The Oval,Shaun Marsh
9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Cardiff,Shaun Marsh
10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Nottingham,Shaun Marsh
10001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Chester-le-Street,Shaun Marsh
10002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Manchester,Shaun Marsh
10003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Adelaide,Shaun Marsh
10004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Hobart,Shaun Marsh
10005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Sydney,Shaun Marsh
10006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Adelaide,Shaun Marsh
10007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Melbourne,Shaun Marsh
10008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Nagpur,Shaun Marsh
10009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Ranchi,Shaun Marsh
10010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Mohali,Shaun Marsh
10011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Sharjah,Shaun Marsh
10012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Sharjah,Shaun Marsh
10013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,Shaun Marsh
10014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),Shaun Marsh
10015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),Shaun Marsh
10016,8.0,0.0,36.0,0.0,4.5,0.0,0.0,v Sri Lanka,Adelaide,Nathan Lyon
10017,8.0,2.0,41.0,1.0,5.12,41.0,48.0,v West Indies,Kingstown,Nathan Lyon
10018,7.0,1.0,42.0,2.0,6.0,21.0,21.0,v Zimbabwe,Harare,Nathan Lyon
10019,10.0,1.0,44.0,4.0,4.4,11.0,15.0,v Zimbabwe,Harare,Nathan Lyon
10020,10.0,0.0,53.0,1.0,5.3,53.0,60.0,v South Africa,Harare,Nathan Lyon
10021,10.0,1.0,41.0,0.0,4.1,0.0,0.0,v South Africa,Harare,Nathan Lyon
10022,10.0,2.0,33.0,2.0,3.3,16.5,30.0,v Pakistan,Sharjah,Nathan Lyon
10023,10.0,0.0,40.0,1.0,4.0,40.0,60.0,v Pakistan,Dubai (DSC),Nathan Lyon
10024,10.0,0.0,76.0,1.0,7.6,76.0,60.0,v India,Canberra,Nathan Lyon
10025,8.0,0.0,58.0,0.0,7.25,0.0,0.0,v India,Sydney,Nathan Lyon
10026,10.0,2.0,39.0,3.0,3.9,13.0,20.0,v West Indies,Providence,Nathan Lyon
10027,10.0,0.0,40.0,1.0,4.0,40.0,60.0,v South Africa,Providence,Nathan Lyon
10028,9.0,0.0,49.0,1.0,5.44,49.0,54.0,v Sri Lanka,Colombo (RPS),Nathan Lyon
10029,7.0,0.0,38.0,1.0,5.42,38.0,42.0,v England,Chester-le-Street,Nathan Lyon
10030,10.0,0.0,32.0,0.0,3.2,0.0,0.0,v England,Manchester,Nathan Lyon
10031,10.0,1.0,50.0,0.0,5.0,0.0,0.0,v India,Sydney,Nathan Lyon
10032,10.0,0.0,59.0,0.0,5.9,0.0,0.0,v India,Adelaide,Nathan Lyon
10033,10.0,0.0,42.0,1.0,4.2,42.0,60.0,v India,Nagpur,Nathan Lyon
10034,10.0,0.0,57.0,1.0,5.7,57.0,60.0,v India,Ranchi,Nathan Lyon
10035,10.0,1.0,34.0,1.0,3.4,34.0,60.0,v India,Delhi,Nathan Lyon
10036,10.0,0.0,38.0,1.0,3.8,38.0,60.0,v Pakistan,Sharjah,Nathan Lyon
10037,10.0,0.0,64.0,1.0,6.4,64.0,60.0,v Pakistan,Sharjah,Nathan Lyon
10038,10.0,0.0,48.0,1.0,4.8,48.0,60.0,v Pakistan,Abu Dhabi,Nathan Lyon
10039,10.0,0.0,49.0,1.0,4.9,49.0,60.0,v Pakistan,Dubai (DSC),Nathan Lyon
10040,10.0,0.0,50.0,1.0,5.0,50.0,60.0,v Pakistan,Dubai (DSC),Nathan Lyon
10041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Melbourne,Usman Khawaja
10042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Perth,Usman Khawaja
10043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Perth,Usman Khawaja
10044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Wellington,Usman Khawaja
10045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Hamilton,Usman Khawaja
10046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Providence,Usman Khawaja
10047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Providence,Usman Khawaja
10048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Basseterre,Usman Khawaja
10049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Basseterre,Usman Khawaja
10050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v South Africa,Bridgetown,Usman Khawaja
10051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Bridgetown,Usman Khawaja
10052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Bridgetown,Usman Khawaja
10053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dambulla,Usman Khawaja
10054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Pallekele,Usman Khawaja
10055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Ireland,Benoni,Usman Khawaja
10056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Melbourne,Usman Khawaja
10057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Perth,Usman Khawaja
10058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Sydney,Usman Khawaja
10059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Sydney,Usman Khawaja
10060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Adelaide,Usman Khawaja
10061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Melbourne,Usman Khawaja
10062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Hyderabad (Deccan),Usman Khawaja
10063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Nagpur,Usman Khawaja
10064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Ranchi,Usman Khawaja
10065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Mohali,Usman Khawaja
10066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Delhi,Usman Khawaja
10067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Sharjah,Usman Khawaja
10068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Sharjah,Usman Khawaja
10069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,Usman Khawaja
10070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),Usman Khawaja
10071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),Usman Khawaja
10072,10.0,0.0,34.0,1.0,3.4,34.0,60.0,v England,Cardiff,Nathan Coulter-Nile
10073,10.0,0.0,80.0,0.0,8.0,0.0,0.0,v India,Bengaluru,Nathan Coulter-Nile
10074,10.0,0.0,51.0,1.0,5.1,51.0,60.0,v England,Melbourne,Nathan Coulter-Nile
10075,9.0,0.0,55.0,2.0,6.11,27.5,27.0,v England,Brisbane,Nathan Coulter-Nile
10076,10.0,0.0,47.0,3.0,4.7,15.66,20.0,v England,Sydney,Nathan Coulter-Nile
10077,10.0,0.0,62.0,1.0,6.2,62.0,60.0,v England,Perth,Nathan Coulter-Nile
10078,10.0,1.0,34.0,3.0,3.4,11.33,20.0,v England,Adelaide,Nathan Coulter-Nile
10079,10.0,0.0,48.0,4.0,4.8,12.0,15.0,v South Africa,Perth,Nathan Coulter-Nile
10080,6.0,0.0,54.0,0.0,9.0,0.0,0.0,v South Africa,Perth,Nathan Coulter-Nile
10081,3.0,0.0,16.0,1.0,5.33,16.0,18.0,v South Africa,Melbourne,Nathan Coulter-Nile
10082,4.4,0.0,13.0,3.0,2.78,4.33,9.3,v Ireland,Belfast,Nathan Coulter-Nile
10083,8.0,1.0,39.0,2.0,4.87,19.5,24.0,v England,Southampton,Nathan Coulter-Nile
10084,8.0,1.0,50.0,1.0,6.25,50.0,48.0,v England,Lord's,Nathan Coulter-Nile
10085,10.0,2.0,38.0,2.0,3.8,19.0,30.0,v South Africa,Providence,Nathan Coulter-Nile
10086,9.4,0.0,67.0,2.0,6.93,33.5,29.0,v West Indies,Basseterre,Nathan Coulter-Nile
10087,8.0,0.0,46.0,1.0,5.75,46.0,48.0,v West Indies,Bridgetown,Nathan Coulter-Nile
10088,10.0,0.0,44.0,3.0,4.4,14.66,20.0,v India,Chennai,Nathan Coulter-Nile
10089,10.0,0.0,51.0,3.0,5.1,17.0,20.0,v India,Kolkata,Nathan Coulter-Nile
10090,10.0,0.0,58.0,1.0,5.8,58.0,60.0,v India,Indore,Nathan Coulter-Nile
10091,10.0,0.0,56.0,2.0,5.6,28.0,30.0,v India,Bengaluru,Nathan Coulter-Nile
10092,9.0,0.0,42.0,1.0,4.66,42.0,54.0,v India,Nagpur,Nathan Coulter-Nile
10093,3.0,0.0,26.0,1.0,8.66,26.0,18.0,v South Africa,Perth,Nathan Coulter-Nile
